_id,id_amat,nome,linee,LONG_X_4326,LAT_Y_4326,Location
1,889,TRE TORRI,5,9.15667532734001,45.478140184674,"(45.478140184674, 9.15667532734001)"
2,890,ZARA,"3,5",9.19260110788448,45.4926644010284,"(45.4926644010284, 9.19260110788448)"
3,891,WAGNER,1,9.15591440789601,45.4679501010333,"(45.4679501010333, 9.15591440789601)"
4,892,VIMODRONE,2,9.28598910784982,45.5157833010196,"(45.5157833010196, 9.28598910784982)"
5,893,VILLA S.G.,1,9.22613020787423,45.5174545010237,"(45.5174545010237, 9.22613020787423)"
6,894,VILLA POMPEA,2,9.38497435183026,45.5278485186639,"(45.5278485186639, 9.38497435183026)"
7,895,VILLA FIORITA,2,9.34597136677814,45.5207397997328,"(45.5207397997328, 9.34597136677814)"
8,896,URUGUAY,1,9.12054590791373,45.4937169010335,"(45.4937169010335, 9.12054590791373)"
9,897,UDINE,2,9.23699640786635,45.4912044010253,"(45.4912044010253, 9.23699640786635)"
10,898,TURRO,1,9.22100470787404,45.5004455010256,"(45.5004455010256, 9.22100470787404)"
11,899,TURATI,3,9.19470670788128,45.4750407010298,"(45.4750407010298, 9.19470670788128)"
12,900,SONDRIO,3,9.20055840788091,45.489990201028,"(45.489990201028, 9.20055840788091)"
13,901,S.LEONARDO,1,9.10148120792243,45.5011555010342,"(45.5011555010342, 9.10148120792243)"
14,902,SESTO RONDO,1,9.23124580787439,45.5341593010219,"(45.5341593010219, 9.23124580787439)"
15,903,SESTO MARELLI,1,9.22796150787429,45.523477101023,"(45.523477101023, 9.22796150787429)"
16,904,SESTO 1 MAGGIO FS,1,9.23833340787253,45.5416912010207,"(45.5416912010207, 9.23833340787253)"
17,905,SEGESTA,5,9.13789399368297,45.4763587387451,"(45.4763587387451, 9.13789399368297)"
18,906,SAN SIRO STADIO,5,9.11831543256738,45.4762588946168,"(45.4762588946168, 9.11831543256738)"
19,907,SAN SIRO IPPODROMO,5,9.12901244641325,45.4762089724848,"(45.4762089724848, 9.12901244641325)"
20,908,SAN DONATO,3,9.25623390785034,45.4292064010295,"(45.4292064010295, 9.25623390785034)"
21,909,SAN BABILA,1,9.197528607879,45.4665214010304,"(45.4665214010304, 9.197528607879)"
22,910,S.AMBROGIO,2,9.1731680078882,45.4616239010326,"(45.4616239010326, 9.1731680078882)"
23,911,S.AGOSTINO,2,9.16981440788915,45.4586201010331,"(45.4586201010331, 9.16981440788915)"
24,912,ROVERETO,1,9.21950580787399,45.4955331010262,"(45.4955331010262, 9.21950580787399)"
25,913,ROMOLO,2,9.16767680788804,45.4437333010346,"(45.4437333010346, 9.16767680788804)"
26,914,ROGOREDO FS,3,9.23808910785825,45.4335862010304,"(45.4335862010304, 9.23808910785825)"
27,915,RHO FIERAMILANO,1,9.08710730793072,45.5198398010336,"(45.5198398010336, 9.08710730793072)"
28,916,REPUBBLICA,3,9.19885640788027,45.4800896010291,"(45.4800896010291, 9.19885640788027)"
29,917,QT8,1,9.13718230790598,45.485958101033,"(45.485958101033, 9.13718230790598)"
30,918,P.TA VENEZIA,1,9.20504640787702,45.4744187010291,"(45.4744187010291, 9.20504640787702)"
31,919,P.TA GENOVA F.S.,2,9.16960610788841,45.4523782010337,"(45.4523782010337, 9.16960610788841)"
32,920,PRIMATICCIO,1,9.12925970790564,45.459413601036,"(45.459413601036, 9.12925970790564)"
33,921,PRECOTTO,1,9.22449910787417,45.5120295010243,"(45.5120295010243, 9.22449910787417)"
34,922,PORTO DI MARE,3,9.23031110786186,45.4371279010307,"(45.4371279010307, 9.23031110786186)"
35,923,PORTELLO,5,9.15149944089912,45.4807995479255,"(45.4807995479255, 9.15149944089912)"
36,924,PORTA ROMANA,3,9.20340020787463,45.4514341010313,"(45.4514341010313, 9.20340020787463)"
37,925,PONALE,5,9.20947360788156,45.5219945010245,"(45.5219945010245, 9.20947360788156)"
38,926,PIOLA,2,9.22591680786948,45.481145001027,"(45.481145001027, 9.22591680786948)"
39,927,PERO,1,9.08580670792978,45.5087997010347,"(45.5087997010347, 9.08580670792978)"
40,928,PASTEUR,1,9.21818010787393,45.4910692010267,"(45.4910692010267, 9.21818010787393)"
41,929,PALESTRO,1,9.20194900787787,45.4714250010296,"(45.4714250010296, 9.20194900787787)"
42,930,PAGANO,1,9.16109520789396,45.4682808010329,"(45.4682808010329, 9.16109520789396)"
43,931,MOSCOVA,2,9.18447570788573,45.4774395010303,"(45.4774395010303, 9.18447570788573)"
44,932,MONUMENTALE,5,9.17979312440481,45.4848147763397,"(45.4848147763397, 9.17979312440481)"
45,933,MONTENAPOLEONE,3,9.19284790788136,45.4700055010304,"(45.4700055010304, 9.19284790788136)"
46,934,MOLINO DORINO,1,9.0929661079264,45.5052116010345,"(45.5052116010345, 9.0929661079264)"
47,935,MISSORI,3,9.18902710788159,45.4601086010316,"(45.4601086010316, 9.18902710788159)"
48,936,MARCHE,5,9.19482360788404,45.4961456010279,"(45.4961456010279, 9.19482360788404)"
49,937,MACIACHINI,3,9.1850425078882,45.4977017010284,"(45.4977017010284, 9.1850425078882)"
50,938,LOTTO M5,5,9.14366872151745,45.4797818727906,"(45.4797818727906, 9.14366872151745)"
51,939,LOTTO FIERAMILANOCITY,1,9.14374880790241,45.4791454010331,"(45.4791454010331, 9.14374880790241)"
52,940,LORETO M2,2,9.21516600787429,45.4845943010275,"(45.4845943010275, 9.21516600787429)"
53,941,LORETO M1,1,9.2169815783692,45.4862401109857,"(45.4862401109857, 9.2169815783692)"
54,942,LODI T.I.B.B.,3,9.21081640787101,45.4467636010312,"(45.4467636010312, 9.21081640787101)"
55,943,LIMA,1,9.21098270787541,45.4803459010282,"(45.4803459010282, 9.21098270787541)"
56,944,LANZA,2,9.18254810788582,45.4722295010309,"(45.4722295010309, 9.18254810788582)"
57,945,LAMPUGNANO,1,9.12731920791042,45.4894017010334,"(45.4894017010334, 9.12731920791042)"
58,946,LAMBRATE FS,2,9.23482980786629,45.4842475010261,"(45.4842475010261, 9.23482980786629)"
59,947,ISTRIA,5,9.19792000788352,45.5016262010272,"(45.5016262010272, 9.19792000788352)"
60,948,ISOLA,5,9.19126340788434,45.4876083010289,"(45.4876083010289, 9.19126340788434)"
61,949,INGANNI,1,9.12226290790823,45.4575630010367,"(45.4575630010367, 9.12226290790823)"
62,951,GORLA,1,9.22273880787417,45.5067343010249,"(45.5067343010249, 9.22273880787417)"
63,952,GORGONZOLA,2,9.40345410780515,45.5367410010093,"(45.5367410010093, 9.40345410780515)"
64,953,GIOIA,2,9.19485740788253,45.4848999010289,"(45.4848999010289, 9.19485740788253)"
65,954,GESSATE,2,9.43662513013151,45.545287231276,"(45.545287231276, 9.43662513013151)"
66,955,GERUSALEMME,5,9.16677778724863,45.4845217522064,"(45.4845217522064, 9.16677778724863)"
67,956,GARIBALDI FS,"2,5",9.18674240788565,45.4836397010296,"(45.4836397010296, 9.18674240788565)"
68,957,GAMBARA,1,9.14302800790081,45.4648963010345,"(45.4648963010345, 9.14302800790081)"
69,958,FAMAGOSTA,2,9.168012607887,45.4368950010352,"(45.4368950010352, 9.168012607887)"
70,959,DUOMO M3,3,9.18861101005318,45.4639037177197,"(45.4639037177197, 9.18861101005318)"
71,960,DUOMO M1,1,9.18959606423539,45.4646220563982,"(45.4646220563982, 9.18959606423539)"
72,961,DOMODOSSOLA,5,9.16226040292661,45.4816190261232,"(45.4816190261232, 9.16226040292661)"
73,962,DERGANO,3,9.17960310789145,45.5055370010281,"(45.5055370010281, 9.17960310789145)"
74,963,DE ANGELI,1,9.14956580789837,45.4664306010339,"(45.4664306010339, 9.14956580789837)"
75,964,CROCETTA,3,9.19510340787866,45.4565508010315,"(45.4565508010315, 9.19510340787866)"
76,965,CRESCENZAGO,2,9.24819330786369,45.5052544010232,"(45.5052544010232, 9.24819330786369)"
77,966,CORVETTO,3,9.22346950786506,45.4404109010309,"(45.4404109010309, 9.22346950786506)"
78,967,CORDUSIO,1,9.18623540788344,45.4655319010313,"(45.4655319010313, 9.18623540788344)"
79,968,CONCILIAZIONE,1,9.16648700789168,45.4675341010325,"(45.4675341010325, 9.16648700789168)"
80,969,COMASINA,3,9.16372910790087,45.5281326010273,"(45.5281326010273, 9.16372910790087)"
81,970,COLOGNO SUD,2,9.27492710785488,45.5202131010199,"(45.5202131010199, 9.27492710785488)"
82,971,COLOGNO NORD,2,9.29109410785023,45.5343028010175,"(45.5343028010175, 9.29109410785023)"
83,972,COLOGNO CENTRO,2,9.2829642078526,45.5274782010187,"(45.5274782010187, 9.2829642078526)"
84,973,CIMIANO,2,9.24142570786573,45.5000415010242,"(45.5000415010242, 9.24142570786573)"
85,974,CERNUSCO SUL NAVIGLIO,2,9.33137771302968,45.5210690111993,"(45.5210690111993, 9.33137771302968)"
86,975,CENTRALE FS,"2,3",9.20261280787934,45.4844397010284,"(45.4844397010284, 9.20261280787934)"
87,976,CENISIO,5,9.17194683918035,45.4874900006087,"(45.4874900006087, 9.17194683918035)"
88,977,CASSINA DE PECCHI,2,9.36312160213117,45.521864033703,"(45.521864033703, 9.36312160213117)"
89,978,CASCINA GOBBA,2,9.26051020785954,45.5114424010218,"(45.5114424010218, 9.26051020785954)"
90,979,CASCINA BURRONA,2,9.29783542421091,45.5173643568875,"(45.5173643568875, 9.29783542421091)"
91,980,CASCINA ANTONIETTA,2,9.42350019149011,45.5420794775495,"(45.5420794775495, 9.42350019149011)"
92,981,CAIROLI,1,9.18202500788552,45.4683672010313,"(45.4683672010313, 9.18202500788552)"
93,982,CAIAZZO,2,9.20940940787671,45.4853182010279,"(45.4853182010279, 9.20940940787671)"
94,983,CA GRANDA,5,9.20111030788298,45.5072425010265,"(45.5072425010265, 9.20111030788298)"
95,984,CADORNA FN M2,2,9.17710240788748,45.4681551010317,"(45.4681551010317, 9.17710240788748)"
96,985,CADORNA FN M1,1,9.17642630788776,45.4681953010317,"(45.4681953010317, 9.17642630788776)"
97,986,BUSSERO,2,9.37589692165833,45.5253016625452,"(45.5253016625452, 9.37589692165833)"
98,987,BUONARROTI,1,9.15529230789659,45.4704020010331,"(45.4704020010331, 9.15529230789659)"
99,988,BRENTA,3,9.2184814078674,45.442810701031,"(45.442810701031, 9.2184814078674)"
100,989,BONOLA,1,9.11014780791837,45.4970026010339,"(45.4970026010339, 9.11014780791837)"
101,990,BISCEGLIE,1,9.11292550791171,45.4553804010375,"(45.4553804010375, 9.11292550791171)"
102,991,BIGNAMI,5,9.21218050788111,45.5267842010239,"(45.5267842010239, 9.21218050788111)"
103,992,BICOCCA,5,9.20536990788226,45.5147339010255,"(45.5147339010255, 9.20536990788226)"
104,993,BANDE NERE,1,9.136484507903,45.4615040010352,"(45.4615040010352, 9.136484507903)"
105,994,ASSAGO MILANOFIORI NORD,2,9.15004630789062,45.409454501039,"(45.409454501039, 9.15004630789062)"
106,995,ASSAGO MILANOFIORI FORUM,2,9.14553880789141,45.40174850104,"(45.40174850104, 9.14553880789141)"
107,996,AMENDOLA,1,9.15096930789877,45.4736789010331,"(45.4736789010331, 9.15096930789877)"
108,997,AFFORI FN,3,9.16825160789818,45.5216818010275,"(45.5216818010275, 9.16825160789818)"
109,998,AFFORI CENTRO,3,9.17397990789478,45.5135543010278,"(45.5135543010278, 9.17397990789478)"
110,999,ABBIATEGRASSO,2,9.17732280788232,45.4299949010351,"(45.4299949010351, 9.17732280788232)"
